"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","11276","Visual Testing","Chromium","2026-03-11","passed","2026-03-11","","example.spec.js","",""
